Time,Motion,Target,Details,Cam_Position,Cam_FocalPoint,Cam_Distance,Sister1,inside/outside_1,Number_of_neighbors,Sister2,inside/outside_2,Sister2_in_Neighborhood
17.289808,Rotate,MainView,-,"(-434.85242928648483, 140.70429275982266, -461.27374455608964)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277555,116,outside,7,-,-,-
17.291620,Rotate,MainView,-,"(-436.69576173565633, 138.49455430593883, -459.17557625046095)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277555,116,outside,7,-,-,-
17.294359,Rotate,MainView,-,"(-438.52672806618796, 136.28338595286544, -457.0681072465817)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277554,116,outside,7,-,-,-
17.298542,Rotate,MainView,-,"(-447.4948561528593, 125.20757001860419, -446.3926622190909)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277553,116,outside,7,-,-,-
17.302381,Rotate,MainView,-,"(-456.14870326096786, 114.10233185064548, -435.4907925635707)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277552,116,outside,7,-,-,-
17.306506,Rotate,MainView,-,"(-467.72828385430057, 98.51563488433519, -419.8576810603131)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277552,116,outside,7,-,-,-
17.310401,Rotate,MainView,-,"(-478.6730230724976, 82.89617126204541, -403.80554650107183)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.673978427755,116,outside,7,-,-,-
17.314518,Rotate,MainView,-,"(-491.7956411404325, 62.78930712545497, -382.575521651034)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277551,116,outside,7,-,-,-
17.327224,Rotate,MainView,-,"(-527.5897834058292, -4.052845373250587, -307.41269717569185)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277552,116,outside,7,-,-,-
17.343864,Rotate,MainView,-,"(-555.5334014956854, -91.18547808457163, -198.46942926220345)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277552,116,outside,7,-,-,-
17.359787,Rotate,MainView,-,"(-560.3027514334528, -171.63826721791452, -85.55723170031035)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277552,116,outside,7,-,-,-
17.376639,Rotate,MainView,-,"(-546.226464964898, -236.31350524187053, 15.703922112561195)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277552,116,outside,7,-,-,-
17.393217,Rotate,MainView,-,"(-523.1415543917667, -283.04780627719936, 96.44002696290312)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277553,116,outside,7,-,-,-
17.410727,Rotate,MainView,-,"(-500.75581016893955, -313.09171223661485, 152.76264366949147)","(197.26567422460005, 101.61083378110837, 55.919777905766715)",817.6739784277552,116,outside,7,-,-,-
